Bill_id,Bill_description,Patron_id,Patron_name
HJ223,Celebrating the life of Wayne Cornelius Rapp.,H0259,Fowler
HJ224,Commending Kaicey Manns.,H0266,Rasoul
HJ225,Commending Family Service of Roanoke Valley.,H0266,Rasoul
HJ226,"Commending the Roanoke Chapter of The Links, Inc.",H0266,Rasoul
HJ227,Commending Willie Wayne Tucker.,H0401,Whittle
HJ228,"Commending Angela Hairston, Ed.D.",H0401,Whittle
HJ229,Celebrating the life of Ann Cantey Payne.,H0212,Carr
HJ230,Celebrating the life of Iralin Crowder Peple.,H0212,Carr
HJ231,Celebrating the life of Victor Anthony Shaheen.,H0212,Carr
HJ232,Celebrating the life of Annabel Morgan Edge.,H0212,Carr
HJ233,"Celebrating the life of the Reverend Dr. Franklin James West, Sr.",H0212,Carr
HJ234,Commending Reston Community Players.,H0370,Keys-Gamarra
HJ235,Celebrating the life of Catherine Agnes Martin Hudgins.,H0370,Keys-Gamarra
HJ236,Commending Jo Anne Perry Maxwell.,H0294,Delaney
HJ237,Commending St. Elmo's Coffee Pub.,H0406,McPike
HJ238,Commending Steve Hopkins.,H0259,Fowler
HJ239,Commending the Skyline High School wrestling team.,H0377,Oates
HJ240,Commending Pork Barrel BBQ.,H0406,McPike
HJ241,Celebrating the life of Richard Edelin Crouch.,H0219,Hope
HJ242,"Celebrating the life of the Honorable William T. Newman, Jr.",H0219,Hope
HJ243,Commending the George Wythe High School girls' basketball team.,H0390,Cornett
HJ244,Commending the George Wythe High School boys' basketball team.,H0390,Cornett
HJ245,Commending the veterans of Operation Desert Shield and Operation Desert Storm.,H0259,Fowler
HJ246,Celebrating the life of Cynthia Sue Swann.,H0259,Fowler
HJ247,Commending the Thomas Jefferson Soil and Water Conservation District.,H0371,Laufer
HJ248,Celebrating the life of John Caffrey Angell.,H0375,McClure
HJ249,Commending the Abingdon High School girls' volleyball team.,H0242,O'Quinn
HJ250,Celebrating the life of the Reverend Dr. Nathan Dell.,H0212,Carr
HJ251,"Celebrating the life of Charles Martin Caravati, Jr., M.D.",H0212,Carr
HJ252,"Celebrating the life of Demetrios A. Julius, M.D.",H0212,Carr
HJ253,Celebrating the life of Joseph Towler Knox.,H0212,Carr
HJ254,"Celebrating the life of Harry Hudnall Ware III, M.D.",H0212,Carr
HJ255,"Celebrating the life Jack Holland Spain, Jr.",H0212,Carr
HJ256,Celebrating the life of Charles Lorraine Cabell.,H0212,Carr
HJ257,Celebrating the life of Victoria Reid Argabright.,H0212,Carr
HJ258,"Celebrating the life of Donald MacLean Switz, M.D.",H0212,Carr
HJ259,"Commending Bennie Evans, Jr.",H0406,McPike
HJ260,Commending Daniel O'Connell's Irish Restaurant and Bar.,H0406,McPike
HJ261,Commending Albert Hill Middle School.,H0212,Carr
HJ262,Commending the Iranian-American Community Center.,H0380,Reaser
HJ263,Commending Louisa County High School's Career and Technical Education program.,H0371,Laufer
HJ264,Commending the Virginia Department of Conservation and Recreation.,H0239,Lopez
HJ265,Celebrating the life of Jada Mairin Samitt.,H0402,Schmidt
HJ266,Commending the Reverend Dr. Kevin G. Swann.,H0284,Price
HJ267,Commending Community Eligibility Provision schools in Virginia.,H0284,Price
HJ268,Celebrating the life of Irene Cuda Rosenbaum.,H0305,Tran
HJ269,Commending Winn's Baptist Church.,H0259,Fowler
HJ270,Commending the Norfolk State University Alumni Association Portsmouth Chapter.,H0322,"Scott, D."
HJ271,Celebrating the life of Wayne Oliver Pryor.,H0212,Carr
HJ272,"Commending Harold Fitrer, Ed.D.",H0212,Carr
HJ273,Commending Blue Ridge Literacy.,H0266,Rasoul
HJ274,Commending New Horizons Healthcare.,H0266,Rasoul
HJ275,Celebrating the life of Irene Adele White.,H0351,Seibold
HJ276,Commending Meredith Farrar-Owens.,H0356,Cousins
HJ277,Commending the National Women's Political Caucus of Virginia.,H0389,"Cole, N.T."
HJ278,Commending Caroline's Promise.,H0389,"Cole, N.T."
HJ279,Commending Andrea Miller.,H0389,"Cole, N.T."
HJ280,Celebrating the life of the Honorable Gerald Edward Connolly.,H0108,Watts
HJ281,Commending Romuald Lipinski.,H0108,Watts
HJ282,Commending Glasgow Middle School.,H0108,Watts
HJ283,Commending Sergeant Dianne M. Dowdy.,H0227,Torian
HJ284,Commending the Patrick Henry High School Scholastic Bowl team.,H0242,O'Quinn
HJ285,Commending Strongwell.,H0242,O'Quinn
HJ286,Celebrating the life of Robert Dean Clary.,H0347,Wachsmann
HJ287,Commending Birth in Color.,H0404,"Franklin, M.A."
HJ288,Commending the Haymarket Police Department.,H0382,Thomas
HJ289,Commending the Haymarket Regional Food Pantry.,H0382,Thomas
HJ290,Celebrating the life of Mary Gay Cobb Koerber.,H0382,Thomas
HJ291,Commending the Danville Pittsylvania Chamber of Commerce.,H0401,Whittle
HJ292,Commending Melinda Dalton.,H0401,Whittle
HJ293,Commending Jaunt.,H0354,Callsen
HJ294,Commending the Reverend Dr. Lehman D. Bates II.,H0371,Laufer
HJ295,Commending Teresa Jackson Walker-Price.,H0354,Callsen
HJ296,Commending Margot Lee Shetterly.,H0354,Callsen
HJ297,Commending the McGuffey Art Center.,H0354,Callsen
HJ298,Commending Child Health Partnership.,H0354,Callsen
HJ299,Commending Richard Bonnie.,H0354,Callsen
HJ300,Commending Piedmont Court Appointed Special Advocates.,H0354,Callsen
HJ301,Commending the Charlottesville Invasive Plant Partnership.,H0354,Callsen
HJ302,Commending Brandon Kim.,H0344,Shin
HJ303,Commending the Town of Herndon Parks & Recreation Department.,H0344,Shin
HJ304,Commending Pinecrest Swim and Tennis Club.,H0344,Shin
HJ305,Celebrating the life of Brian Robert Bilheimer.,H0382,Thomas
HJ306,"Celebrating the life of Thomas Vincent Van Auken, Jr.",H0327,Willett
HJ307,Commending the Herndon Swim Club.,H0344,Shin
HJ308,Commending Jeannine Prokop.,H0344,Shin
HJ309,Commending Craig-Botetourt Electric Cooperative.,H0393,"Franklin, L.V."
HJ310,"Commending the Western Virginia Emergency Medical Services Council, Inc.",H0393,"Franklin, L.V."
HJ311,Commending Virginia Youth Poet Laureate.,H0349,Glass
HJ312,Commending Task Force Francine.,H0212,Carr
HJ313,Commending the Black Faculty and Staff Caucus of Virginia Tech.,H0393,"Franklin, L.V."
HJ314,"Election of Circuit Court Judges, General District Court Judges, and Juvenile and Domestic Relations District Court Judges.",H0340,Maldonado
HJ315,"Election of Circuit Court Judges, General District Court Judges, and Juvenile and Domestic Relations District Court Judges.",H0340,Maldonado
HJ316,General Assembly; House Bill No. 30 to be carried over to a 2026 Special Session.,H0208,Herring
HJ317,"General Assembly; Governor to call special session, establishing a schedule for conduct of business.",H0208,Herring
HR1,Celebrating the life of Christina Kaye Shinall.,H0224,Morefield
HR2,Celebrating the life of Brenda Mozelle Barnett Lawson.,H0224,Morefield
HR3,National Infrastructure Bank; urging Congress to create to finance infrastructure projects.,H0301,Reid
HR4,Crisis Recovery Support Network; expressing support.,H0335,Cherry
HR5,Right to reproductive freedom; legal effects & consequences of a constitutional amendment.,H0383,Zehr
HR6,House of Delegates; establishing rules for the 2026-2027 Sessions of the General Assembly.,H0208,Herring
HR7,"House of Delegates; salaries, contingent and incidental expenses.",H0227,Torian
HR8,"Celebrating the life of Kenneth Mason Easley, Jr.",H0285,Hayes
HR9,"Retirement System's retirement plans; JLARC to study adequacy, equity, and workforce impacts.",H0340,Maldonado
HR10,Celebrating the life of Mirabella Jean Michael Ward.,H0224,Morefield
HR11,Commending Robert L. Bailey.,H0325,Walker
HR12,Commending Ryan M. Zuidema.,H0325,Walker
HR13,Commending the Academy of Music Theatre.,H0325,Walker
HR14,Commending the E.C. Glass High School marching band.,H0325,Walker
HR15,Commending Richard D. Hinkley.,H0325,Walker
HR16,Commending Thomas Road Baptist Church.,H0325,Walker
HR17,"Commending Alison Morrison-Shetlar, Ph.D.",H0325,Walker
HR18,Commending the Brentsville Future Farmers of America.,H0297,Guzman
HR19,Commending Hunter Ringer.,H0297,Guzman
HR20,Commending Eddie Thomas.,H0056,Kilgore
HR21,Commending First Baptist Church of Midlothian.,H0124,Ware
HR22,Commending Sharon United Methodist Church.,H0347,Wachsmann
HR23,Commending Chesapeake Regional Healthcare.,H0285,Hayes
HR24,Judges; nominations for election to circuit court.,H0340,Maldonado
HR25,Judges; nominations for election to general district court.,H0340,Maldonado
HR26,Judges; nominations for election to juvenile and domestic relations district court.,H0340,Maldonado
HR27,Nominating a person to be elected as a member of the State Corporation Commission.,H0173,Ward
HR28,Nominating a person to be elected to the Virginia Workers' Compensation Commission.,H0173,Ward
HR29,Commending Occohannock Elementary School.,H0267,Bloxom
HR30,Commending Broadwater Academy.,H0267,Bloxom
HR31,Commending the Rappahannock Hunt.,H0247,Webert
HR32,Commending the Augusta Regional Dental Clinic.,H0350,McLaughlin
HR33,Celebrating the life of Zachary Wayne Reese.,H0350,McLaughlin
HR34,"Celebrating the life of Charles Ray Obaugh, Jr.",H0350,McLaughlin
HR35,"Celebrating the life of Anthony L. Bennett, Sr.",H0389,"Cole, N.T."
HR36,Commending Shen Yun Performing Arts.,H0207,McQuinn
HR37,Commending the Walk for Peace.,H0344,Shin
HR38,Commending Elwood Lambert.,H0333,Ballard
HR39,Commending the Honorable Johnny E. Morrison.,H0322,"Scott, D."
HR40,Commending Stephen A. Edwards.,H0322,"Scott, D."
HR41,Commending Prestar Packaging.,H0333,Ballard
HR42,Celebrating the life of Paul Gandy Lankford.,H0345,Tata
HR43,"Celebrating the life of Marvin Ashby, Sr.",H0377,Oates
HR44,Celebrating the life of Deborah R. Jackson.,H0269,Sullivan
HR45,Celebrating the life of Dorothy Leach Wood.,H0206,Knight
HR46,Commending Creeds Elementary School.,H0206,Knight
HR47,Commending the New River Valley Agency on Aging.,H0333,Ballard
HR48,Commending the Smithfield branch of the Blackwater Regional Library.,H0347,Wachsmann
HR49,Commending the Virginia Farm Bureau Federation.,H0322,"Scott, D."
HR50,Celebrating the life of Wanda Cole Lowe.,H0224,Morefield
HR51,Commending the Volvo Group.,H0333,Ballard
HR52,Commending Little Forest Baptist Church.,H0314,"Cole, J.G."
HR53,Commending the Healing Station.,H0314,"Cole, J.G."
HR54,Commending STEP VA.,H0314,"Cole, J.G."
HR55,"Celebrating the life of Frankie Jacquelyn Scotton Joyner, Ph.D.",H0207,McQuinn
HR56,Commending Campbell's Chapel African Methodist Episcopal Church.,H0336,Clark
HR57,"Commending the Greater Fredericksburg Chapter of Jack and Jill of America, Inc.",H0314,"Cole, J.G."
HR58,Commending Lafayette Elementary School.,H0314,"Cole, J.G."
HR59,Celebrating the life of Jonathan Lane White.,H0311,Askew
HR60,"Commending the Tasley Volunteer Fire Company, Inc.",H0267,Bloxom
HR61,Celebrating the life of William Luther Bushong.,H0398,Pence
HR62,Commending the Strasburg High School football team.,H0398,Pence
HR63,Celebrating the life of Tracey Lynn Jenkins.,H0398,Pence
HR64,Commending Chase Hedrick.,H0238,Hodges
HR65,Commending Jennifer Ney.,H0238,Hodges
HR66,Commending Dave and Linda Cryer.,H0238,Hodges
HR67,Commending Tim Rizer.,H0365,Henson
HR68,Commending John I. Ferguson.,H0056,Kilgore
HR69,Celebrating the life of James Paul Councill III.,H0336,Clark
HR70,Celebrating the life of Virginia Mozell Jefferson Tyler.,H0207,McQuinn
HR71,"Commending Didlake, Inc.",H0340,Maldonado
HR72,Celebrating the life of Leo Michael Schweiger.,H0329,Wiley
HR73,"Celebrating the life of William Lorenzo Jackson, Sr.",H0370,Keys-Gamarra
HR74,Commending the James Wood High School girls' volleyball team.,H0329,Wiley
HR75,Commending Heather Shea Pugh.,H0336,Clark
HR76,Commending the Portsmouth Adult Recovery Court.,H0336,Clark
HR77,Commending Bell's Fine Clothing.,H0329,Wiley
HR78,Commending Carolyn Griffin.,H0329,Wiley
HR79,"Commending the Reverend Steve Rebert, Sr.",H0329,Wiley
HR80,Commending the Brentsville High School girls' flag football team.,H0297,Guzman
HR81,Commending the United States Army dustoff crews of the Vietnam War.,H0297,Guzman
HR82,Commending the Hanover High School boys' volleyball team.,H0328,Wyatt
HR83,Commending Edward Joseph Face.,H0344,Shin
HR84,Commending Blake Bryant.,H0325,Walker
HR85,Commending the Front Royal Little League 12U All-Stars.,H0377,Oates
HR86,"Commending Emily Barrows, M.D.",H0364,Griffin
HR87,"Commending Kristy N. Somerville-Midgette, Ed.D.",H0364,Griffin
HR88,Celebrating the life of Patrick Sherman.,H0364,Griffin
HR89,Celebrating the life of Linwood Roy Griffin.,H0364,Griffin
HR90,Commending Sweet Briar College.,H0364,Griffin
HR91,Commending Halifax Pharmacy.,H0364,Griffin
HR92,"Commending the Reverend Dr. Charles W. Wormley, Sr.",H0314,"Cole, J.G."
HR93,Commending Billiken's Smokehouse.,H0314,"Cole, J.G."
HR94,Celebrating the life of McArthur Myers.,H0334,Bennett-Parker
HR95,Commending Cameran Drew.,H0399,Pope Adams
HR96,Commending Bristol Rhythm & Roots Reunion.,H0242,O'Quinn
HR97,Commending the Virginia Housing Alliance.,H0356,Cousins
HR98,Celebrating the life of William Edward Ross II.,H0207,McQuinn
HR99,Celebrating the life of Terrence Lee Schrum.,H0247,Webert
HR100,Celebrating the life of Robert Wayne Grove.,H0247,Webert
HR101,Commending the Reverend Dr. Patricia Smith Wormley.,H0314,"Cole, J.G."
HR102,"Commending Dillard E. Ferguson, Jr.",H0362,Garrett
HR103,"Commending Linda D. Meloy, M.D.",H0364,Griffin
HR104,"Commending Amanda H. Ritter, M.D.",H0364,Griffin
HR105,Commending John Sharp.,H0364,Griffin
HR106,Commemorating the life and legacy of Mildred Delores Jeter Loving.,H0389,"Cole, N.T."
HR107,Commending Mt. Gazerine Baptist Church.,H0124,Ware
HR108,Commending John Spiak.,H0386,Anderson
HR109,Commending Big Brothers Big Sisters Greater Fredericksburg.,H0314,"Cole, J.G."
HR110,Commending Emma Whitehead Hooper.,H0322,"Scott, D."
HR111,Commending the Virginia FFA.,H0322,"Scott, D."
HR112,Celebrating the life of Elijah C. Stiltner.,H0224,Morefield
HR113,Commending Beatrice Black.,H0285,Hayes
HR114,"Celebrating the life of Frank Spencer Royal, Sr., M.D.",H0207,McQuinn
HR115,Commending the International Rett Syndrome Foundation.,H0396,Mehta
HR116,Celebrating the life of Barbara Mae Kelly.,H0322,"Scott, D."
HR117,Celebrating the life of Jennifer Kellee Salzman.,H0267,Bloxom
HR118,Commending Surry County High School.,H0399,Pope Adams
HR119,Commending the Honorable John J. Davies III.,H0371,Laufer
HR120,Commending United Faith Christian Ministry.,H0388,Carroll
HR121,Commending Hapco Pole Products.,H0242,O'Quinn
HR122,Celebrating the life of Elmer H. Steffes.,H0371,Laufer
HR123,Commending the Fredericksburg Frogs.,H0314,"Cole, J.G."
HR124,Commending Torrey Smith.,H0314,"Cole, J.G."
HR125,Commending Alice Barlow.,H0377,Oates
HR126,Commending the Nursing Advocacy Initiative.,H0371,Laufer
HR127,Commending the Highland Telephone Cooperative.,H0321,Runion
HR128,Commending the Highland County Fair.,H0321,Runion
HR129,Celebrating the life of Evelyn Willinette Morris-Harris.,H0361,Gardner
HR130,Celebrating the life of the Honorable James A. Davis.,H0329,Wiley
HR131,Commending Kollectible Kings.,H0345,Tata
HR132,Commending The Bagel Baker.,H0345,Tata
HR133,Commending Kelly's Tavern.,H0345,Tata
HR134,Commending Justin D. Lynchard.,H0383,Zehr
HR135,Commending the Verona Volunteer Fire Company.,H0321,Runion
HR136,Commending the Middlebrook Ruritan Club.,H0321,Runion
HR137,Commending the Civic Association of Brentsville and Surrounding Areas.,H0297,Guzman
HR138,"Commending the Third District of the Omega Psi Phi Fraternity, Inc.",H0285,Hayes
HR139,United States Navy; encouraging to select Naval Air Station Oceana in Va. Beach as F-35C home base.,H0360,Feggans
HR140,Commending Veronica Prince.,H0264,Simon
HR141,"Celebrating the life of Edward A. Trott, Jr.",H0264,Simon
HR142,Commending the Virginia State University women's soccer team.,H0399,Pope Adams
HR143,Commending Joe Carter.,H0264,Simon
HR144,"Commending Andrew Billingsley, Ph.D.",H0173,Ward
HR145,Celebrating the life of Joseph A. Buggs.,H0173,Ward
HR146,Commending Sarah Ortego.,H0386,Anderson
HR147,Commending the Orange Heart Medal Foundation.,H0345,Tata
HR148,"Celebrating the life of Cecil Heber Breeden, Jr.",H0394,Hamilton
HR149,Commending Darlene L. Burcham.,H0253,Austin
HR150,Commending the Botetourt County Chapter of the National Society Daughters of the American Revolution.,H0253,Austin
HR151,Commending the Honorable Kenneth Ronald Melvin.,H0322,"Scott, D."
HR152,Commending Kasseem Daoud Dean and Alicia Augello Cook.,H0322,"Scott, D."
HR153,Commending Shant'a Miller White.,H0400,Thornton
HR154,Commending the Virginia University of Lynchburg.,H0325,Walker
HR155,Commending the Princess Anne High School girls' basketball team.,H0360,Feggans
HR156,Commending Lydia Larimore.,H0355,Cohen
HR157,Commending Inova.,H0405,McGuire
HR158,"Commending the Epsilon Iota Lambda Chapter of Alpha Phi Alpha Fraternity, Inc.",H0336,Clark
HR159,Celebrating the life of King Salim Khalfani.,H0207,McQuinn
HR160,"Commending John B. Gordon III, Ed.D.",H0336,Clark
HR161,Commending John Spiak.,H0386,Anderson
HR162,Commending the Virginia Telehealth Network.,H0371,Laufer
HR163,Commending the North Stafford High School football team.,H0388,Carroll
HR164,Celebrating the life of Cecil Allen Reynolds.,H0362,Garrett
HR165,Celebrating the life of Philip Eugene Pate.,H0329,Wiley
HR166,"Celebrating the life of Colonel Lewis Ingles Jeffries, USA, Ret.",H0333,Ballard
HR167,Celebrating the life of Yolanda Wyche Stokes.,H0391,Dougherty
HR168,Commending Delceno C. Miles.,H0360,Feggans
HR169,Commending the Princess Anne High School debate team.,H0360,Feggans
HR170,Commending Busch Vacuum Solutions.,H0360,Feggans
HR171,Commending Aviva Pembroke.,H0360,Feggans
HR172,Celebrating the life of Alan Stein.,H0360,Feggans
HR173,Commending Princess Anne High School All-Virginia Band and All-Virginia Orchestra honorees.,H0360,Feggans
HR174,Commending Jennifer Ashworth.,H0384,Phillips
HR175,Commending Maggie Tu.,H0360,Feggans
HR176,Commending Tom Kirkland Opticians.,H0212,Carr
HR177,Celebrating the life of Palma Christine Whitlow Kantsios.,H0333,Ballard
HR178,Commending Caboose Brewing Company &; Tavern.,H0351,Seibold
HR179,Commending the Shepherd's Center of Northern Virginia.,H0351,Seibold
HR180,Commending SafeSpot Children's Advocacy Center of Fairfax County.,H0351,Seibold
HR181,Commending The Longest Table.,H0351,Seibold
HR182,Commending the Fairfax Stars basketball program.,H0351,Seibold
HR183,Commending Manuel Andrade.,H0351,Seibold
HR184,"Commending Gwendolyn Davis-Holley, DDS.",H0386,Anderson
HR185,Commending the Mount Vernon Springfield Chamber of Commerce Mid-Size Business of the Year honorees.,H0405,McGuire
HR186,Commending the Mount Vernon Springfield Chamber of Commerce Small Business of the Year honorees.,H0405,McGuire
HR187,Commending Dan La May.,H0405,McGuire
HR188,Commending Mount Vernon Springfield Chamber of Commerce Nonprofit Organization of the Year honorees.,H0405,McGuire
HR189,"Commending Ronald Morford, MD.",H0364,Griffin
HR190,Commending the Williamsburg Bray School.,H0386,Anderson
HR191,Celebrating the life of Dennis P. Gallagher.,H0124,Ware
HR192,Commending the Mount Vernon Springfield Chamber of Commerce Large Business of the Year honorees.,H0405,McGuire
HR193,Commending the Mount Vernon Springfield Chamber of Commerce New Business of the Year honorees.,H0405,McGuire
HR194,Commending the first Black voters in Virginia.,H0207,McQuinn
HR195,Commending the First Baptist Church of Williamsburg.,H0386,Anderson
HR196,Celebrating the life of Joseph Williamson Luter III.,H0347,Wachsmann
HR197,Celebrating the life of Shirley Kirby Armentrout.,H0333,Ballard
HR198,Celebrating the life of Bruce Jones.,H0264,Simon
HR199,Commending the Ealey Project.,H0356,Cousins
HR200,Commending the Virginia High School Democrats.,H0351,Seibold
HR201,Commending Amy Reardon.,H0389,"Cole, N.T."
HR202,Commending Susan Ratz.,H0387,Carnegie
HR203,Commending Joseph E. Kornhoff.,H0329,Wiley
HR204,"Celebrating the life of William Shepard Harris, Sr.",H0329,Wiley
HR205,Commemorating the legacy of Laurel Grove School.,H0405,McGuire
HR206,Commending Sabrina Sklute.,H0391,Dougherty
HR207,"Celebrating the life of William Bruce Rutherford, USN, Ret.",H0362,Garrett
HR208,Commending Bermuda Hundred United Methodist Church.,H0391,Dougherty
HR209,"Celebrating the life of Rita Bishop, Ed.D.",H0266,Rasoul
HR210,Commending the Reverend Joe N. Chambers.,H0362,Garrett
HR211,Commending Sin Barreras.,H0371,Laufer
HR212,Commending the Kempsville High School gymnastics team.,H0360,Feggans
HR213,Commending Virginia Natural Gas.,H0360,Feggans
HR214,"Commending the Alpha Kappa Alpha Sorority, Inc., Lambda Gamma Omega Chapter.",H0360,Feggans
HR215,Commending the Brick House Diner.,H0360,Feggans
HR216,"Commending Staff Sergeant Alexis Kyles, VA ANG.",H0360,Feggans
HR217,"Commending Master Sergeant Grace Salcedo, VA ANG.",H0360,Feggans
HR218,Commending Violett Clonch.,H0360,Feggans
HR219,"Commending Master Sergeant Shaquan Williams, VA ANG.",H0360,Feggans
HR220,"Commending Master Sergeant Solomon Drake, VA ANG.",H0360,Feggans
HR221,Commending Rondell Norfleet.,H0322,"Scott, D."
HR222,"Commending Master Sergeant Corey Hayes, VA ANG.",H0360,Feggans
HR223,"Commending Technical Sergeant Kadie Harris, VA ANG.",H0360,Feggans
HR224,Celebrating the life of Seuk Kim.,H0355,Cohen
HR225,Commending We Off the Couch.,H0356,Cousins
HR226,Commending Bob Zadeh.,H0351,Seibold
HR227,Commending the Chatham Volunteer Fire Department.,H0384,Phillips
HR228,Commending the Virginia Soil Health Coalition.,H0371,Laufer
HR229,"Commending Better Said Than Done, Inc.",H0351,Seibold
HR230,"Commending the Optimist Club of Greater Vienna, Inc.",H0351,Seibold
HR231,Celebrating the life of Ola Parker Willoughby.,H0314,"Cole, J.G."
HR232,Commending Tonya B. Lacey.,H0314,"Cole, J.G."
HR233,Commending the 23rd Regiment United States Colored Troops.,H0314,"Cole, J.G."
HR234,"Celebrating the life of Emmett M. Burke, Jr.",H0207,McQuinn
HR235,Commending Kathy Glazer.,H0327,Willett
HR236,"Commending the Vienna Community Band, Inc.",H0351,Seibold
HR237,Commending Mount Olive Baptist Church.,H0388,Carroll
HR238,"Commending ISSA, the Association for Cleaning and Facility Solutions.",H0301,Reid
HR239,Commending Hunterdale Christian Church.,H0347,Wachsmann
HR240,Commending Hunterdale Baptist Church.,H0347,Wachsmann
HR241,Commending Sedley Baptist Church.,H0347,Wachsmann
HR242,Commending the Miss Isle of Wight County Fair Scholarship Pageant.,H0347,Wachsmann
HR243,Commending the Tri-County Longbeards Chapter of the National Wild Turkey Federation.,H0347,Wachsmann
HR244,Commending Frank Rocco.,H0325,Walker
HR245,Commending St. Johns Lodge No. 144 of the Ancient Free and Accepted Masons.,H0136,Wright
HR246,Commending the Suburban Christian Church.,H0360,Feggans
HR247,Commending Church of the Ascension.,H0360,Feggans
HR248,Commending the London Bridge Baptist Church.,H0360,Feggans
HR249,Commending Clipse.,H0360,Feggans
HR250,Commending Grace Bible Church.,H0360,Feggans
HR251,"Commending the James Solomon Russell-Saint Paul's College Museum and Archives, Inc.",H0347,Wachsmann
HR252,Commending Meg Bohmke.,H0314,"Cole, J.G."
HR253,"Celebrating the life of Edward Marvin Page, Sr.",H0384,Phillips
HR254,"Celebrating the life of Herbert Glover Wharam, Jr.",H0362,Garrett
HR255,"Celebrating the life of William Edward Jamerson, Sr.",H0362,Garrett
HR256,Commending Darrell R. Byers.,H0362,Garrett
HR257,Commending Shiloh New Site Baptist Church.,H0388,Carroll
HR258,Celebrating the life of Mozell Booker.,H0362,Garrett
HR259,Commending Colonel Matthew D. Hanley.,H0362,Garrett
HR260,Commending the Ebenezer United Methodist Church.,H0388,Carroll
HR261,Commending Masjid Aliya.,H0388,Carroll
HR262,Commending Jacob Branson.,H0388,Carroll
HR263,Commending Eastland United Methodist Church.,H0389,"Cole, N.T."
HR264,Commending the first Black students to integrate Caroline County Public Schools.,H0389,"Cole, N.T."
HR265,Commending Sarah Vaughn.,H0389,"Cole, N.T."
HR266,Celebrating the life of James Ernest Cornett.,H0056,Kilgore
HR267,Commending the Franklin High School boys' basketball team.,H0336,Clark
HR268,Celebrating the life of Fran E. Turner.,H0056,Kilgore
HR269,Celebrating the life of Richard Fannon.,H0056,Kilgore
HR270,Commending Sophie Rambo.,H0387,Carnegie
HR271,Commending Hugh Pinneo.,H0387,Carnegie
HR272,Commending the Rural Retreat High School wrestling team.,H0390,Cornett
HR273,Celebrating the life of Michael Antoine Newsome.,H0391,Dougherty
HR274,Commending Cole Brady Martin.,H0333,Ballard
HR275,Celebrating the life of Michael R. Frey.,H0294,Delaney
HR276,Commending the Mertz Career and Technical Center.,H0321,Runion
HR277,Celebrating the life of Michael Allen Humphries.,H0253,Austin
HR278,Commending David Huchler.,H0380,Reaser
HR279,Commending American Legion Post 150.,H0380,Reaser
HR280,Commending the Giles High School girls' volleyball team.,H0333,Ballard
HR281,Commending Daniel J. Schlitt.,H0264,Simon
HR282,"Celebrating the life of James Roane Dudley, M.D.",H0238,Hodges
HR283,Commending John Edwards.,H0238,Hodges
HR284,Commending David P. Bushey.,H0238,Hodges
HR285,Commending Caleb Lasley.,H0333,Ballard
HR286,Commending Jillian Grim.,H0333,Ballard
HR287,Commending Elev8 Fitness.,H0345,Tata
HR288,Commending Granier European Bakery and Cafe.,H0345,Tata
HR289,Commending the Frank W. Cox High School wrestling team.,H0345,Tata
HR290,Commending Pop VB.,H0345,Tata
HR291,Commending the First Colonial High School boys' swim and dive team.,H0345,Tata
HR292,Commending the First Colonial High School girls' swim and dive team.,H0345,Tata
HR293,Commending Boy Scout Troop 1344.,H0355,Cohen
HR294,Commending the Lightridge High School Marching Storm.,H0395,McAuliff
HR295,Celebrating the life of Charles Arthur Krouse.,H0351,Seibold
HR296,"Commending Operation Breaking Through, Inc.",H0400,Thornton
HR297,Commending NATASHA House.,H0400,Thornton
HR298,"Commending Staff Sergeant Eleanor R. Warren, VA ANG.",H0400,Thornton
HR299,Commending the Reverend Dr. Kevin G. Swann.,H0400,Thornton
HR300,Celebrating the life of Virginia R. Coles.,H0400,Thornton
HR301,"Commending Senior Master Sergeant Zachary Enke, VA ANG.",H0400,Thornton
HR302,Celebrating the life of Justin Dolan.,H0264,Simon
HR303,Commending Sterling United Methodist Church.,H0380,Reaser
HR304,Commending Mae B. Midkiff.,H0333,Ballard
HR305,Commending the Honorable Carrie Emerson Coyner.,H0335,Cherry
HR306,Commending Park View High School.,H0380,Reaser
HR307,Celebrating the life of James Richard Damar?.,H0380,Reaser
HR308,Commending Ebenezer Baptist Church.,H0311,Askew
HR309,Commending J&K Style Grill.,H0311,Askew
HR310,Commending Krystal Kelly.,H0311,Askew
HR311,Commending Bushcutz Grooming Lounge.,H0311,Askew
HR312,Commending New Jerusalem Ministries.,H0311,Askew
HR313,Commending Enoch Baptist Church.,H0311,Askew
HR314,Commending Matthew A. Schwaner.,H0311,Askew
HR315,Commending the Lake Taylor High School football team.,H0311,Askew
HR316,Commending the Greenbox Foundation.,H0311,Askew
HR317,Celebrating the life of Ronyell Deshawn Whitaker.,H0311,Askew
HR318,"Celebrating the life of Sergeant Major Jesse James Williams, USA, Ret.",H0311,Askew
HR319,"Celebrating the life of Lawrence Toliver, Sr.",H0360,Feggans
HR320,Commending Claude W. Harrison.,H0344,Shin
HR321,Commending the Sandusky Middle School girls' basketball team.,H0325,Walker
HR322,Commending Melissa Rollins.,H0399,Pope Adams
HR323,Commending the 2026 Community Builders Award honorees of the Hampton Roads Community Action Program.,H0322,"Scott, D."
HR324,Commending the Phi Beta Kappa Society.,H0323,Simonds
HR325,Celebrating the life of Barbara Drucker Smith.,H0323,Simonds
