Bill_id,Bill_description,Patron_id,Patron_name
HB9,Animal control officers; additional training.,H0359,Ennis
HJ532,Commending the Adler Center for Caring on the Van Metre Campus.,H0301,Reid
HJ533,Celebrating the life of Stella Dikos.,H0212,Carr
HJ534,Commending Ron Montgomery.,H0363,Green
HJ535,Commending Sheila S. Noll.,H0363,Green
HJ536,Commending Thomas G. Shepperd.,H0363,Green
HJ537,Commending Elizabeth S. Kostelny.,H0212,Carr
HJ538,Commending the Lackey Clinic.,H0363,Green
HJ539,Commending The Arc of Greater Williamsburg.,H0363,Green
HJ540,Commending Busch Gardens Williamsburg.,H0363,Green
HJ541,Commending the Yorktown Arts Foundation.,H0363,Green
HJ542,Commending The Bargain Box.,H0363,Green
HJ543,Commending Bishop Fishing Supply.,H0363,Green
HJ544,Commending Ross A. Mugler.,H0363,Green
HJ545,Commending Lara Shearin Overy.,H0363,Green
HJ546,Celebrating the life of Charles Daniel Spruill.,H0363,Green
HJ547,Commending the organizers of Virginia American Revolution 250 Commission events in Historic Yorktown.,H0363,Green
HJ548,Commending the Virginia Electoral Board Association.,H0361,Gardner
HJ549,Commending Dover Hall.,H0379,Owen
HJ550,Commending Erin Schaible.,H0177,Bulova
HJ551,Commending the Edwards family.,H0124,Ware
HJ552,Celebrating the life of Thomas Clyde Evelyn.,H0328,Wyatt
HJ553,Commending Rebecca Nunn.,H0369,Kent
HJ554,"Celebrating the life of Major General John Dean Taylor, VDF, Ret.",H0347,Wachsmann
HJ555,Commending the Council of Virginia Archaeologists.,H0238,Hodges
HJ556,Commending Newport News Public Schools Youth Development.,H0363,Green
HJ557,Commending the Hampton Roads Workforce Council.,H0363,Green
HJ558,Celebrating the life of Mary Ann Sobieralski.,H0363,Green
HJ559,Celebrating the life of William David Dolan III.,H0264,Simon
HJ560,Commending the Faison Center.,H0327,Willett
HJ561,Commending hemp farmers in Virginia.,H0247,Webert
HJ562,Commending Wesley Housing.,H0239,Lopez
HJ563,Commending Wayne F. Pryor.,H0239,Lopez
HJ564,"Celebrating the life of the Honorable Henry Levander Marsh, III.",H0207,McQuinn
HJ565,Commending the Town of Glade Spring.,H0242,O'Quinn
HJ566,Commending Port City Brewing Company.,H0334,Bennett-Parker
HJ567,Commending the Campagna Center.,H0334,Bennett-Parker
HJ568,Celebrating the life of Louis Peter Kokonis.,H0334,Bennett-Parker
HJ569,"Commending Tammy Mann, Ph.D.",H0334,Bennett-Parker
HJ570,Celebrating the life of Russ Adams.,H0334,Bennett-Parker
HJ571,Commending the Alexandria Historical Society.,H0334,Bennett-Parker
HJ572,Commending ACT for Alexandria.,H0334,Bennett-Parker
HJ573,Commending Computer CORE.,H0334,Bennett-Parker
HJ574,Commending the Virginia chapter of the American Association of University Women.,H0334,Bennett-Parker
HJ575,Commending St. Stephen's and St. Agnes School.,H0334,Bennett-Parker
HJ576,Celebrating the life of Shannon Clay Scott.,H0056,Kilgore
HJ577,Commending Dave Perno.,H0335,Cherry
HJ578,Commending Art on the Avenue.,H0334,Bennett-Parker
HJ579,Commending the John H. Enders Fire Company and Rescue Squad.,H0377,Oates
HJ580,Commending Ross A. Mugler.,H0173,Ward
HJ581,Commending the Alpha-gal Foundation.,H0373,Lovejoy
HJ582,Celebrating the life of Paulina Yager Campbell.,H0181,Gilbert
HJ583,Commending Billy Wagner.,H0224,Morefield
HJ584,Celebrating the life of Dr. Golden Bethune-Hill.,H0173,Ward
HJ585,Celebrating the life of Mark Spain.,H0325,Walker
HJ586,Commending the Friends of Loudoun County Animal Services.,H0374,Martinez
HJ587,Commending the Leesburg Movement.,H0374,Martinez
HJ588,Commending Lonnie Andrews III.,H0285,Hayes
HJ589,Commending the Oscar Smith High School football team.,H0285,Hayes
HJ590,Commending Griffin McDorman Yow.,H0317,Helmer
HJ591,Commending Noah Lyles.,H0239,Lopez
HJ592,Celebrating the life of William M. McCarty.,H0347,Wachsmann
HJ593,Celebrating the life of Diana Lee Creasey.,H0362,Garrett
HJ594,Commending Manakin Episcopal Church.,H0124,Ware
HJ595,Commending The Salvation Army of Harrisonburg and Rockingham County.,H0231,Wilt
HJ596,Commending Dr. Terry E. Arbogast II.,H0333,Ballard
HJ597,Celebrating the life of Charles C. Pace.,H0354,Callsen
HJ598,Commending Colette Sheehy.,H0354,Callsen
HJ599,Commending Medlin Art Gallery.,H0374,Martinez
HJ600,Commending Christian Tabash.,H0172,Sickles
HJ601,Commending Michael Hughes.,H0378,Obenshain
HJ602,Commending Hadley Nicole Husisian.,H0177,Bulova
HJ603,Commending the Paris 2024 Team USA Olympians from the University of Virginia.,H0354,Callsen
HJ604,Commending the O. Winston Link Museum.,H0266,Rasoul
HJ605,Commending Dr Pepper Park at the Bridges.,H0266,Rasoul
HJ606,"Celebrating the life of Danny Joe Dales, D.C.",H0224,Morefield
HJ607,Commending Thomas Heilman.,H0371,Laufer
HJ608,Commending Paula Kwiek.,H0335,Cherry
HJ609,Celebrating the life of Robert Carl Gibbons.,H0376,Milde
HJ610,Commending Robert R. Lindgren.,H0259,Fowler
HJ611,Commending the City of Roanoke Municipal Volunteer Program.,H0266,Rasoul
HJ612,Celebrating the life of Lloyd W. Enoch.,H0266,Rasoul
HJ613,Commending LaKisha Kyle.,H0266,Rasoul
HJ614,Celebrating the life of Sterling Compton Broyles II.,H0266,Rasoul
HJ615,"Celebrating the life of William H. Brown, Sr.",H0378,Obenshain
HJ616,Commending Colonel Gary T. Settle.,H0264,Simon
HJ617,Commending Boxes of Basics.,H0382,Thomas
HJ618,Commending the Culture Cup.,H0382,Thomas
HJ619,Commending Dianne Piotrowski.,H0335,Cherry
HJ620,Commending NORTH of the JAMES magazine.,H0212,Carr
HJ621,Celebrating the life of Arthur Laxton Eller.,H0242,O'Quinn
HJ622,Commending the South Hill Longbeards Chapter of the National Wild Turkey Federation.,H0136,Wright
HJ623,Commending the Drakes Branch Volunteer Fire Department.,H0136,Wright
HJ624,"Celebrating the life of the Honorable Robert G. Woodson, Jr.",H0362,Garrett
HJ625,Commending the Honorable G. Glenn Oder.,H0337,Cordoza
HJ626,Celebrating the life of Benjamin Pollard Alsop Warthen.,H0327,Willett
HJ627,"Celebrating the life of Robert Arthur Young, Ph.D.",H0264,Simon
HJ628,Commending Children's Home Society of Virginia.,H0212,Carr
HJ629,Commending Patricia Healy.,H0376,Milde
HJ630,Celebrating the life of Bonnie Sue Neighbour.,H0219,Hope
HJ631,Celebrating the life of Carolyn Powell Crist.,H0219,Hope
HJ632,Commending Marymount University.,H0219,Hope
HJ633,Commending the passage of the Older Americans Act.,H0219,Hope
HJ634,Celebrating the life of Matthew Robert Chiaverotti.,H0360,Feggans
HJ635,Commending Coresix Precision Glass.,H0363,Green
HJ636,Commending the Honorable R. Frances O'Brien.,H0219,Hope
HJ637,Commending Corliss Udoema.,H0301,Reid
HJ638,Commending Rita Jean Shropshire.,H0384,Phillips
HJ639,Commending Herbert Jesse Yeatts.,H0384,Phillips
HJ640,"Commending Lawrence Distributing Company, Inc.",H0384,Phillips
HJ641,Celebrating the life of George W. Lester II.,H0384,Phillips
HJ642,Celebrating the life of Robert Evans Talbott.,H0384,Phillips
HJ643,"Commending Crews Construction and Asphalt Paving, Inc.",H0384,Phillips
HJ644,Commending the Substance Abuse and Addiction Recovery Alliance of Virginia.,H0212,Carr
HJ645,Commending John Edward Burton III.,H0253,Austin
HJ646,Commending Jimmie H. Barrett.,H0219,Hope
HJ647,Commending Benjamin T. Polk.,H0359,Ennis
HJ648,Commending Patricia Miller.,H0334,Bennett-Parker
HJ649,Celebrating the life of Stewart Hamilton Gamage.,H0327,Willett
HJ650,Celebrating the life of Clayton Tune Lester.,H0150,Marshall
HJ651,Commending Judy Simmons.,H0150,Marshall
HJ652,Commending Dr. Mark R. Jones.,H0150,Marshall
HJ653,"Commending Tiffany McKillip Franks, Ed.D.",H0150,Marshall
HJ654,Celebrating the life of Gloria Williams Campbell.,H0150,Marshall
HJ655,Commending WSVA.,H0321,Runion
HJ656,Commending Anne Cochrane Pace.,H0212,Carr
HJ657,Celebrating the life of David Charles Gompert.,H0212,Carr
HJ658,Commending the Honorable Donald W. Merricks.,H0150,Marshall
HJ659,"Commending Mekhi Becton, Sr.",H0207,McQuinn
HJ660,Celebrating the life of Patricia W. Lovelace.,H0212,Carr
HJ661,Commending Kimberly Ann Bobo.,H0212,Carr
HJ662,Celebrating the life of Michael Gregory Brown.,H0212,Carr
HJ663,Commending Owen Love.,H0172,Sickles
HJ664,Commending the John R. Lewis High School boys' soccer team.,H0172,Sickles
HJ665,Commending the Thomas A. Edison High School girls' cross country team.,H0172,Sickles
HJ666,Celebrating the life of Peggy Lynn Davis.,H0335,Cherry
HJ667,Commending Dave Perno.,H0335,Cherry
HJ668,Commending Leesburg Animal Park.,H0374,Martinez
HJ669,Celebrating the life of Vernon S. Lee II.,H0365,Henson
HJ670,Commending The Roanoker,H0266,Rasoul
HJ671,Celebrating the life of Irene Louise Schubert.,H0281,Krizek
HJ672,"Celebrating the life of Colonel Gerald William Hyland, USAF, Ret.",H0281,Krizek
HJ673,Confirming appointments by the Speaker of the House of Delegates.,H0208,Herring
HJ674,Commending Kayla Nguyen.,H0367,Higgins
HJ675,Commending Todd Biller.,H0231,Wilt
HJ676,Commending the Stroke Comeback Center.,H0351,Seibold
HJ677,Commending James Holland.,H0315,Coyner
HJ678,Commending the Roanoke Higher Education Center.,H0253,Austin
HJ679,Commending United Methodist Family Services.,H0212,Carr
HJ680,Commending the Combat Antisemitism Movement.,H0368,Jones
HJ681,Celebrating the life of Meghan Rose Hinger.,H0354,Callsen
HJ682,Commemorating the life and legacy of William Flora.,H0262,Leftwich
HJ683,Commemorating the life and legacy of William Woodford.,H0262,Leftwich
HJ684,Celebrating the lives of Loudoun County community members aboard American Airlines Flight 5342.,H0301,Reid
HJ685,Commending the Virginia Wing of the Civil Air Patrol.,H0333,Ballard
HJ686,Celebrating the lives of Olivia Eve Ter and Olesya Taylor.,H0334,Bennett-Parker
HJ687,Commending Literacy for Life.,H0313,Batten
HJ688,Commending Woodlawn Little League.,H0281,Krizek
HJ689,Celebrating the life of Peggy Lynn Davis.,H0335,Cherry
HJ690,Commending Haidee Napier Ratliff.,H0335,Cherry
HJ691,Commending the McLean Community Center.,H0269,Sullivan
HJ692,Commending Spring Hill Elementary School.,H0269,Sullivan
HJ693,Celebrating the life of Giuseppe Cecchi.,H0269,Sullivan
HJ694,Commending the Chesapeake Solar and Storage Association.,H0269,Sullivan
HJ695,Commending Virginia History Day students and teachers.,H0269,Sullivan
HJ696,Commending the McLean Citizens Association.,H0269,Sullivan
HJ697,Commending Claire Collins.,H0269,Sullivan
HJ698,Celebrating the life of Jake Kincaid.,H0224,Morefield
HJ699,Celebrating the life of Cheryl Hydrick Guedri.,H0212,Carr
HJ700,Celebrating the life of Martha Franklin Brockinton Stone.,H0212,Carr
HJ701,Celebrating the life of Joan Woltz Robins.,H0212,Carr
HJ702,"Celebrating the life of Morton G. Thalhimer, Jr.",H0212,Carr
HJ703,Commending Deborah D. Oswalt.,H0212,Carr
HJ704,Celebrating the life of Collie Burton III.,H0212,Carr
HJ705,Celebrating the life of Thomas Knapp Stone.,H0212,Carr
HJ706,Celebrating the life of Louise Stuart Tabb Whipple.,H0212,Carr
HJ707,Commending Melvin Carter.,H0212,Carr
HJ708,"Celebrating the life of Cloyd Kent Titus, M.D.",H0212,Carr
HJ709,Celebrating the life of Joseph Haynes Monk.,H0212,Carr
HJ710,Commending Barry Eugene DuVal.,H0212,Carr
HJ711,Commending no-kill animal rescues and shelters in Virginia.,H0374,Martinez
HJ712,Commending Providence Baptist Church.,H0374,Martinez
HJ713,Commending Phyllis Randall.,H0374,Martinez
HJ714,Commending the Virginia Poultry Federation.,H0321,Runion
HJ715,Commending Paul M. Platt.,H0242,O'Quinn
HJ716,Commending Anthony Guy Bennett.,H0385,Singh
HJ717,Commending the Lionsbridge Football Club.,H0284,Price
HJ718,"Commending the McGaheysville Volunteer Fire Company, Inc.",H0231,Wilt
HJ719,"Celebrating the life of Donald W. Foster, Sr.",H0242,O'Quinn
HJ720,Commending Paula Loomis.,H0353,Anthony
HJ721,Commending Norfolk State University.,H0330,Mundon King
HJ722,Commending Nancy Howell Agee.,H0253,Austin
HJ723,Celebrating the life of Lewis S. Wiley.,H0367,Higgins
HJ724,Commending Donna T. Rogers.,H0367,Higgins
HJ725,Commending Halley Elementary School.,H0305,Tran
HJ726,Commending Carlos Canas,H0239,Lopez
HJ727,"Commending Felipe Hernandez, Jr.",H0239,Lopez
HJ728,Commending Heman Bekele.,H0108,Watts
HJ729,"Celebrating the life of Robert Smith Quinn, Jr.",H0150,Marshall
HJ730,Commending Dr. Jessica M. Jones.,H0150,Marshall
HJ731,Celebrating the life of Bobby Gene Atkinson.,H0150,Marshall
HJ732,Commending the Ridgeway Ruritan Club.,H0384,Phillips
HJ733,Commending the Tunstall High School chapter of Future Farmers of America.,H0384,Phillips
HJ734,Commending Washington-Liberty High School.,H0219,Hope
HJ735,Commending Aslin Beer Company.,H0344,Shin
HJ736,Commending Northern Virginia Veterinary Medical Association.,H0344,Shin
HJ737,Commending Fox Mill Woods Swim and Tennis Club.,H0344,Shin
HJ738,Commending Sterner's Tae Kwon Do Academy.,H0344,Shin
HJ739,Commending the Herndon Village Network.,H0344,Shin
HJ740,Commending the All-State First Team selections on the Oscar Smith High School football team.,H0285,Hayes
HJ741,Celebrating the life of Augustine Joseph Matson.,H0281,Krizek
HJ742,Commending the Plumbers and Gasfitters of Local Union 5.,H0281,Krizek
HJ743,Commending Diantha McKeel.,H0354,Callsen
HJ744,Commending the Center at Belvedere.,H0354,Callsen
HJ745,"Celebrating the life of Virgil Alexander Wood, Ed.D.",H0354,Callsen
HJ746,Commending Marta Keane.,H0354,Callsen
HJ747,Commending Sin Barreras.,H0354,Callsen
HJ748,Commending the Center for Nonprofit Excellence.,H0354,Callsen
HJ749,Commending the Charlottesville-Albemarle Society for the Prevention of Cruelty to Animals.,H0354,Callsen
HJ750,Commending the Charlottesville Twelve.,H0354,Callsen
HJ751,Celebrating the life of Thomas Cahill Johnson.,H0108,Watts
HJ752,Commending Christian Parker.,H0382,Thomas
HJ753,Commending Ken Luersen.,H0382,Thomas
HJ754,Commending Dr. Susan Schultz Huxman.,H0231,Wilt
HJ755,Commending Willing Warriors.,H0382,Thomas
HJ756,Commending Arlington Public Schools' recipients of The Posse Foundation and QuestBridge scholarship.,H0239,Lopez
HJ757,Commending Alexandria City Public Schools' recipients of scholarships.,H0239,Lopez
HJ758,Commending Geraldine Maskelony.,H0239,Lopez
HJ759,Commending Dr. Heisung Lee.,H0344,Shin
HJ760,"Judges; elections in circuit court, general district court, etc.",H0340,Maldonado
HR453,Commending Leland Teets.,H0377,Oates
HR454,"Reproductive freedom; Speaker of HOD to order study of loyal effects & consequences, etc.",H0383,Zehr
HR455,Commending the Virginia Foundation for Healthy Youth.,H0056,Kilgore
HR456,Celebrating the life of Michael David Killian.,H0314,Cole
HR457,"House of Delegates; salaries, contingent and incidental expenses.",H0227,Torian
HR458,Commending Midlothian High School.,H0358,Earley
HR459,Commending Tomahawk Creek Middle School.,H0358,Earley
HR460,Commending Michele Moyer Lee.,H0329,Wiley
HR461,Commending the James Wood High School volleyball team.,H0329,Wiley
HR462,Commending Mark Merrill.,H0329,Wiley
HR463,Celebrating the life of Kathy Nerangis.,H0329,Wiley
HR464,Commending Mary Werkheiser.,H0345,Tata
HR465,Commending the Iranian American community in Virginia.,H0379,Owen
HR466,Commending the Virginia Tobacco Region Revitalization Commission.,H0056,Kilgore
HR467,Commending Fredericksburg Comic Con.,H0314,Cole
HR468,"Commending Charlie Frye, Jr.",H0314,Cole
HR469,Commending the Clover Volunteer Fire Department.,H0136,Wright
HR470,Commending Doris B. Land.,H0349,Glass
HR471,Celebrating the life of Dorothy Southall.,H0349,Glass
HR472,Judges; nominations for election to circuit court.,H0340,Maldonado
HR473,Judges; nominations for election to general district court.,H0340,Maldonado
HR474,Judges; nominations for election to juvenile and domestic relations district court.,H0340,Maldonado
HR475,Judicial Inquiry and Review Commission; nomination for election of member.,H0340,Maldonado
HR476,Auditor of Public Accounts; nomination for election.,H0284,Price
HR477,Commending the Marion Senior High School girls' tennis team.,H0352,Arnold
HR478,Commending Olivia Bryant.,H0352,Arnold
HR479,Commending Grayson County High School.,H0352,Arnold
HR480,Celebrating the life of Lamuel Scott Prater.,H0352,Arnold
HR481,Commending Lawrence Douglas Wilder.,H0227,Torian
HR482,Commending the Warm Springs Valley Garden Club.,H0321,Runion
HR483,Commending Carlehr Swanson.,H0207,McQuinn
HR484,Commending David W. Poole.,H0347,Wachsmann
HR485,Commending Mill Swamp Baptist Church.,H0347,Wachsmann
HR486,Commending Ryan Alam and the Alam family.,H0380,Reaser
HR487,"Israel, State of; reaffirming Commonwealth's support and commitment to its supporters.",H0358,Earley
HR488,Commending the Riverside Center for the Performing Arts.,H0314,Cole
HR489,Commending Todd Brown.,H0350,Campbell
HR490,Commending the Lighthouse Community Center.,H0325,Walker
HR491,"Commending Timothy P. Duffy, Ph.D.",H0314,Cole
HR492,Commending the Charlottesville Area Association of REALTORS?.,H0371,Laufer
HR493,Celebrating the life of Hunter Dakota Reedy.,H0352,Arnold
HR494,Commending Elijah Aistrop.,H0352,Arnold
HR495,Commending Saltville Elementary School.,H0352,Arnold
HR496,Celebration of Life Crystal Michelle Kestner.,H0352,Arnold
HR497,Commending the Grayson County High School football team.,H0352,Arnold
HR498,Commending the Ivor Volunteer Fire Department.,H0347,Wachsmann
HR499,Commending the Brunswick Academy girls' volleyball team.,H0347,Wachsmann
HR500,Commending the Brunswick Academy football team.,H0347,Wachsmann
HR501,Commending the Tallwood High School boys' outdoor track and field team.,H0360,Feggans
HR502,Commending HRE Bakery.,H0360,Feggans
HR503,Commending the Princess Anne High School girls' basketball team.,H0360,Feggans
HR504,Commending Justin Dowell.,H0360,Feggans
HR505,Commending KeyWest Lock & Safe.,H0360,Feggans
HR506,Commending Aarav Chokshi.,H0360,Feggans
HR507,Commending Kayla Heath.,H0360,Feggans
HR508,Commending Cosmo's Corner Doggie Daycare.,H0360,Feggans
HR509,Commending Bit of England Dart and Game Shoppe.,H0360,Feggans
HR510,Commending Wonderly Lights.,H0360,Feggans
HR511,Commending Sarah Routsis.,H0360,Feggans
HR512,Commending G4 Kegs.,H0360,Feggans
HR513,Commending Andy Yang.,H0360,Feggans
HR514,Commending Daniel Claiborne Hudson.,H0360,Feggans
HR515,Commending the Swiftwater Rescue Team of the Virginia Beach Fire Department.,H0360,Feggans
HR516,Commending Providence Presbyterian Church.,H0360,Feggans
HR517,Commending Vada Carawan.,H0360,Feggans
HR518,Commending St. Francis Episcopal Church.,H0360,Feggans
HR519,Commending Virginia Beach City Public Schools.,H0360,Feggans
HR520,Commending First Lynnhaven Baptist Church.,H0360,Feggans
HR521,Celebrating the life of George G. Brown.,H0224,Morefield
HR522,Celebrating the life of William Gerald Massengill.,H0346,Taylor
HR523,Commending Baila Fuzion Dance and Creative Arts Center.,H0360,Feggans
HR524,"Commending STIHL, Inc.",H0360,Feggans
HR525,Commending Beat da Odds.,H0360,Feggans
HR526,Commending The Sweet Spot.,H0360,Feggans
HR527,Commending the Fredericksburg Nationals.,H0314,Cole
HR528,Commending Teach to Reach Teens.,H0314,Cole
HR529,Commending Offix.,H0373,Lovejoy
HR530,Commending Judi Miller.,H0373,Lovejoy
HR531,Commending Cakes by Happy Eatery.,H0373,Lovejoy
HR532,Commending Cub Scout Pack 2831.,H0358,Earley
HR533,"Commending the New Chesapeake Men for Progress Education Foundation, Inc.",H0285,Hayes
HR534,"Celebrating the life of Peter John Kemp, MD.",H0363,Green
HR535,Commending Deirdre Love.,H0349,Glass
HR536,Celebrating the life of Shirley Kenneth Jones.,H0238,Hodges
HR537,"Commending Jon R. Stehle, Jr.",H0177,Bulova
HR538,Commending Kate G. Doyle Feingold.,H0177,Bulova
HR539,Commending Jeffrey C. Greenfield.,H0177,Bulova
HR540,Commending D. Thomas Ross.,H0177,Bulova
HR541,Commending So Lim.,H0177,Bulova
HR542,"Celebrating the life of First Lieutenant Zachary Dart Galli, USA.",H0313,Batten
HR543,Celebrating the life of Jeannette Windsor Howard.,H0313,Batten
HR544,Commending Anvil Campground.,H0313,Batten
HR545,Commending the Hampton Roads Leadership Prayer Breakfast.,H0359,Ennis
HR546,Commending Bill Rilee.,H0238,Hodges
HR547,"Commending John Percy Burch, Jr.",H0325,Walker
HR548,Commending Radford University.,H0333,Ballard
HR549,Commending the first responders of Marion and Smyth County.,H0352,Arnold
HR550,Commending the Virginia Beach Antique Mall.,H0360,Feggans
HR551,Commending Cool Stuff.,H0360,Feggans
HR552,Commending Comic Kings.,H0360,Feggans
HR553,Commending Iglesia Cristiana Nueva Vida.,H0360,Feggans
HR554,Celebrating the life of Stephen M. Quillen.,H0242,O'Quinn
HR555,"Celebrating the life of George Thomas Kiser, Jr.",H0242,O'Quinn
HR556,Commending Kaitlyn Gabriel.,H0262,Leftwich
HR557,Commending Samuel Crowe.,H0262,Leftwich
HR558,Celebrating the life of Roxane Gatling Gilmore.,H0363,Green
HR559,Commending Nick Mayhugh.,H0373,Lovejoy
HR560,"Commending Master Gunnery Sergeant Carroll Braxton, USMC, Ret.",H0373,Lovejoy
HR561,Commending Evan Kinsel.,H0373,Lovejoy
HR562,Commending Great Meadow.,H0247,Webert
HR563,Commending Charlie Porterfield.,H0247,Webert
HR564,Commending Thomas Dix.,H0267,Bloxom
HR565,Commending the Warren Coalition.,H0377,Oates
HR566,Celebrating the life of Ethel Dunbar Doherty.,H0377,Oates
HR567,"Commending the Greater Rappahannock (VA) Chapter of The Links, Incorporated.",H0314,Cole
HR568,Commending the Egyptian Coptic Christian community in Virginia.,H0379,Owen
HR569,Wathiq Alakelee; commending.,H0327,Willett
HR570,Commending 3North.,H0327,Willett
HR571,Kevin Armstrong Paredes; commending.,H0330,Mundon King
HR572,Commending the Jewish community in Virginia.,H0379,Owen
HR573,Celebrating the life of Bradford Windley Phillips.,H0173,Ward
HR574,Celebrating the life of Linda Burrell Porter.,H0173,Ward
HR575,Commending Saint Anne Catholic School.,H0242,O'Quinn
HR576,"Archer, Vernice Bell; commending.",H0349,Glass
HR577,Commending Jon Phillip Lugbill.,H0327,Willett
HR578,"Celebrating the life of Rufus A. Banks, Sr.",H0285,Hayes
HR579,Commending Kim W. Brown and Valerie K. Brown.,H0285,Hayes
HR580,Celebrating the life of Georgia Stewart Allison.,H0352,Arnold
HR581,Commending the Stafford County African American History driving tour.,H0314,Cole
HR582,Commending Tony Wishard.,H0314,Cole
HR583,Commending William Raybold.,H0314,Cole
HR584,Celebrating the life of Lexie Isabelle Sullivan.,H0361,Gardner
HR585,Commending Grant Holloway.,H0285,Hayes
HR586,Commending the Prince William County Department of Fire and Rescue Swift Water Rescue Team.,H0382,Thomas
HR587,Commending McKay Used Books.,H0382,Thomas
HR588,Commending the Carrollton Ruritan Club.,H0347,Wachsmann
HR589,Commending Stan Holloway.,H0285,Hayes
HR590,Commending the Suffolk Interdenominational Ministerial Alliance.,H0336,Clark
HR591,Commending SUFF.Impact.,H0336,Clark
HR592,Celebrating the life of Demont? Lamont Tillery.,H0336,Clark
HR593,"Celebrating the life of William Eugene Goodman, Jr.",H0336,Clark
HR594,Commending the King William County Courthouse.,H0238,Hodges
HR595,Commending Giovanni Antonio Snidle.,H0375,McClure
HR596,Commending David Long.,H0328,Wyatt
HR597,Celebrating the life of Jonathan Linden Way.,H0373,Lovejoy
HR598,Commending 25-year members of the Prince William County Department of Fire and Rescue.,H0373,Lovejoy
HR599,Celebrating the life of Lillian Mary Orlich.,H0373,Lovejoy
HR600,Commending 35-year members of the Prince William County Department of Fire and Rescue.,H0373,Lovejoy
HR601,Commending 20-year members of the Prince William County Department of Fire and Rescue.,H0373,Lovejoy
HR602,Commending Tin Cannon Brewing Company.,H0373,Lovejoy
HR603,Commending 30-year members of the Prince William County Department of Fire and Rescue.,H0373,Lovejoy
HR604,Commending Godson Vondee.,H0373,Lovejoy
HR605,Commending the Brentsville FFA.,H0373,Lovejoy
HR606,Commending T. Clay Wood Elementary School.,H0373,Lovejoy
HR607,"Commending Annamarie Bollino, Ph.D.",H0373,Lovejoy
HR608,Commending Charles August Swanson.,H0368,Jones
HR609,Commending James Younts.,H0373,Lovejoy
HR610,Commending the Virginia Women and Family Support Center.,H0382,Thomas
HR611,Commending Brenda Johnson.,H0262,Leftwich
HR612,Celebrating the life of Michael Steven Wright.,H0262,Leftwich
HR613,Federal workforce in Virginia; opposition to downsizing.,H0314,Cole
HR614,Commending the Virginia Asian Chamber of Commerce.,H0379,Owen
HR615,Commending Galilee Church.,H0345,Tata
HR616,Commending Aldo's Ristorante.,H0345,Tata
HR617,Commending The Gala 417.,H0345,Tata
HR618,Commending Doc Taylor's Restaurant.,H0345,Tata
HR619,Celebrating the life of Nellie Hayse.,H0345,Tata
HR620,Commending First Presbyterian Church of Virginia Beach.,H0345,Tata
HR621,Celebrating the life of Marie Goodman Johnson.,H0207,McQuinn
HR622,Celebrating the life of Henry Martin Walters.,H0207,McQuinn
HR623,"Celebrating the life of the Reverend Dr. Fernando Eugene Temple, Sr.",H0207,McQuinn
HR624,Commending the Albemarle County Human Services Alternative Response Team.,H0371,Laufer
HR625,Commending Senior Statesmen of Virginia.,H0371,Laufer
HR626,Commending the Nelson County Sheriff's Office.,H0371,Laufer
HR627,Commending Camp Holiday Trails.,H0371,Laufer
HR628,"Commending the advocates, survivors, families, and others impacted by triple-negative breast cancer.",H0373,Lovejoy
HR629,Commending Marshall Jarrett.,H0264,Simon
HR630,Commending agricultural producers in Virginia.,H0371,Laufer
HR631,Commending Molly and Robert Hardie.,H0371,Laufer
HR632,Commending Bay Local Eatery.,H0345,Tata
HR633,Commending the TASTE Family of Businesses.,H0345,Tata
HR634,Commending Il Giardino Ristorante.,H0345,Tata
HR635,Commending Cobalt Grille.,H0345,Tata
HR636,Commending Wareing's Gym.,H0345,Tata
HR637,Commending Mizuno Japanese Restaurant.,H0345,Tata
HR638,Commending Polish Boutique.,H0345,Tata
HR639,Commending Captain George's Seafood Restaurant.,H0345,Tata
HR640,Commending Coastal Grill.,H0345,Tata
HR641,Commending Citrus.,H0345,Tata
HR642,Commending Smartmouth Brewing Company.,H0345,Tata
HR643,Commending the Black Angus Restaurant.,H0345,Tata
HR644,Commending Lemon Cabana.,H0345,Tata
HR645,Commending Jane Parke Batten.,H0345,Tata
HR646,Commending Tautog's Restaurant.,H0345,Tata
HR647,Commending the Norfolk Academy field hockey team.,H0345,Tata
HR648,Commending Dr. Mark R. Jones.,H0383,Zehr
HR649,Commending Phillips Equipment Corporation.,H0383,Zehr
HR650,Commending Elizabeth S. Green.,H0336,Clark
HR651,Commending the Douglas Freeman High School girls' lacrosse team.,H0327,Willett
HR652,"Celebrating the life of Virgil Alexander Wood, Ed.D.",H0325,Walker
HR653,Commending Wood Brothers Racing.,H0348,Williams
HR654,"Commending Reaching Out Now, Inc.",H0377,Oates
HR655,Commending the Clarke County High School boys' cross country team.,H0377,Oates
HR656,Celebrating the life of George E. Banks.,H0377,Oates
HR657,Celebrating the life of the Reverend William Lee Statzer.,H0242,O'Quinn
HR658,Commending the Falls Church Volunteer Fire Department.,H0264,Simon
HR659,Commending Lori Allyne Hilton.,H0368,Jones
HR660,Commending Charles Collier.,H0264,Simon
HR661,"Celebrating the life of Warren Marcelous DePriest, Sr.",H0207,McQuinn
HR662,Celebrating the life of Elizabeth Sampson Johnson.,H0207,McQuinn
HR663,Celebrating the life of Dr. Wilbert L. Jenkins.,H0207,McQuinn
HR664,Celebrating the life of Gladys Delores Argro Kidd.,H0207,McQuinn
